scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification	lsid
Actiniidae	Rafinesque, 1815	Family	100653	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100653	Actinioidea	853973	accepted	100653	Actiniidae	Rafinesque, 1815	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actiniidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinioidea - [Family] Actiniidae	urn:lsid:marinespecies.org:taxname:100653
Edwardsiidae	Andres, 1881	Family	100665	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100665	Edwardsioidea	888373	accepted	100665	Edwardsiidae	Andres, 1881	Animalia	Cnidaria	Hexacorallia	Actiniaria	Edwardsiidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Anenthemonae - [Superfamily] Edwardsioidea - [Family] Edwardsiidae	urn:lsid:marinespecies.org:taxname:100665
Sagartiidae	Gosse, 1858	Family	100681	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100681	Metridioidea	854224	accepted	100681	Sagartiidae	Gosse, 1858	Animalia	Cnidaria	Hexacorallia	Actiniaria	Sagartiidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Sagartiidae	urn:lsid:marinespecies.org:taxname:100681
Cerianthidae	Milne Edwards & Haime, 1851	Family	100684	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100684	Spirularia	151646	accepted	100684	Cerianthidae	Milne Edwards & Haime, 1851	Animalia	Cnidaria	Hexacorallia	Ceriantharia	Cerianthidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Ceriantharia - [Suborder] Spirularia - [Family] Cerianthidae	urn:lsid:marinespecies.org:taxname:100684
Urticina	Ehrenberg, 1834	Genus	100706	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100706	Actiniidae	100653	accepted	100706	Urticina	Ehrenberg, 1834	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actiniidae	Urticina	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinioidea - [Family] Actiniidae - [Genus] Urticina	urn:lsid:marinespecies.org:taxname:100706
Sagartiogeton	Carlgren, 1924	Genus	100777	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100777	Sagartiidae	100681	accepted	100777	Sagartiogeton	Carlgren, 1924	Animalia	Cnidaria	Hexacorallia	Actiniaria	Sagartiidae	Sagartiogeton	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Sagartiidae - [Genus] Sagartiogeton	urn:lsid:marinespecies.org:taxname:100777
Cerianthus	Delle Chiaje, 1841	Genus	100782	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100782	Cerianthidae	100684	accepted	100782	Cerianthus	Delle Chiaje, 1841	Animalia	Cnidaria	Hexacorallia	Ceriantharia	Cerianthidae	Cerianthus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Ceriantharia - [Suborder] Spirularia - [Family] Cerianthidae - [Genus] Cerianthus	urn:lsid:marinespecies.org:taxname:100782
Pachycerianthus	Roule, 1904	Genus	100783	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100783	Cerianthidae	100684	accepted	100783	Pachycerianthus	Roule, 1904	Animalia	Cnidaria	Hexacorallia	Ceriantharia	Cerianthidae	Pachycerianthus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Ceriantharia - [Suborder] Spirularia - [Family] Cerianthidae - [Genus] Pachycerianthus	urn:lsid:marinespecies.org:taxname:100783
Bolocera tuediae	(Johnston, 1832)	Species	100817	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100817	Bolocera	100698	accepted	100817	Bolocera tuediae	(Johnston, 1832)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actiniidae	Bolocera	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinioidea - [Family] Actiniidae - [Genus] Bolocera - [Species] Bolocera tuediae	urn:lsid:marinespecies.org:taxname:100817
Urticina eques	(Gosse, 1858)	Species	100833	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100833	Urticina	100706	accepted	100833	Urticina eques	(Gosse, 1858)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actiniidae	Urticina	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinioidea - [Family] Actiniidae - [Genus] Urticina - [Species] Urticina eques	urn:lsid:marinespecies.org:taxname:100833
Urticina felina	(Linnaeus, 1761)	Species	100834	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100834	Urticina	100706	accepted	100834	Urticina felina	(Linnaeus, 1761)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actiniidae	Urticina	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinioidea - [Family] Actiniidae - [Genus] Urticina - [Species] Urticina felina	urn:lsid:marinespecies.org:taxname:100834
Actinostola callosa	(Verrill, 1882)	Species	100839	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100839	Actinostola	100709	accepted	100839	Actinostola callosa	(Verrill, 1882)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actinostolidae	Actinostola	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinostoloidea - [Family] Actinostolidae - [Genus] Actinostola - [Species] Actinostola callosa	urn:lsid:marinespecies.org:taxname:100839
Stomphia coccinea	(M�ller, 1776)	Species	100854	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100854	Stomphia	100716	accepted	100854	Stomphia coccinea	(M�ller, 1776)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Actinostolidae	Stomphia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinostoloidea - [Family] Actinostolidae - [Genus] Stomphia - [Species] Stomphia coccinea	urn:lsid:marinespecies.org:taxname:100854
Edwardsia danica	Carlgren, 1921	Species	100882	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100882	Edwardsia	100730	accepted	100882	Edwardsia danica	Carlgren, 1921	Animalia	Cnidaria	Hexacorallia	Actiniaria	Edwardsiidae	Edwardsia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Anenthemonae - [Superfamily] Edwardsioidea - [Family] Edwardsiidae - [Genus] Edwardsia - [Species] Edwardsia danica	urn:lsid:marinespecies.org:taxname:100882
Edwardsia longicornis	Carlgren, 1921	Species	100889	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100889	Edwardsia	100730	accepted	100889	Edwardsia longicornis	Carlgren, 1921	Animalia	Cnidaria	Hexacorallia	Actiniaria	Edwardsiidae	Edwardsia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Anenthemonae - [Superfamily] Edwardsioidea - [Family] Edwardsiidae - [Genus] Edwardsia - [Species] Edwardsia longicornis	urn:lsid:marinespecies.org:taxname:100889
Edwardsia tuberculata	Dueben & Koren, 1847	Species	100894	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100894	Edwardsia	100730	accepted	100894	Edwardsia tuberculata	Dueben & Koren, 1847	Animalia	Cnidaria	Hexacorallia	Actiniaria	Edwardsiidae	Edwardsia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Anenthemonae - [Superfamily] Edwardsioidea - [Family] Edwardsiidae - [Genus] Edwardsia - [Species] Edwardsia tuberculata	urn:lsid:marinespecies.org:taxname:100894
Paraedwardsia arenaria	Carlgren in Nordgaard, 1905	Species	100908	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100908	Paraedwardsia	100735	accepted	100908	Paraedwardsia arenaria	Carlgren in Nordgaard, 1905	Animalia	Cnidaria	Hexacorallia	Actiniaria	Edwardsiidae	Paraedwardsia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Anenthemonae - [Superfamily] Edwardsioidea - [Family] Edwardsiidae - [Genus] Paraedwardsia - [Species] Paraedwardsia arenaria	urn:lsid:marinespecies.org:taxname:100908
Gonactinia prolifera	(Sars, 1835)	Species	100912	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100912	Gonactinia	100737	accepted	100912	Gonactinia prolifera	(Sars, 1835)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Gonactiniidae	Gonactinia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Gonactiniidae - [Genus] Gonactinia - [Species] Gonactinia prolifera	urn:lsid:marinespecies.org:taxname:100912
Protanthea simplex	Carlgren, 1891	Species	100913	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100913	Protanthea	100738	accepted	100913	Protanthea simplex	Carlgren, 1891	Animalia	Cnidaria	Hexacorallia	Actiniaria	Gonactiniidae	Protanthea	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Gonactiniidae - [Genus] Protanthea - [Species] Protanthea simplex	urn:lsid:marinespecies.org:taxname:100913
Halcampa duodecimcirrata	(Sars, 1851)	Species	100917	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100917	Halcampa	100740	accepted	100917	Halcampa duodecimcirrata	(Sars, 1851)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Halcampidae	Halcampa	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Halcampidae - [Genus] Halcampa - [Species] Halcampa duodecimcirrata	urn:lsid:marinespecies.org:taxname:100917
Halcampoides abyssorum	Danielssen, 1890	Species	100920	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100920	Halcampoides	100743	accepted	100920	Halcampoides abyssorum	Danielssen, 1890	Animalia	Cnidaria	Hexacorallia	Actiniaria	Halcampoididae	Halcampoides	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinostoloidea - [Family] Halcampoididae - [Genus] Halcampoides - [Species] Halcampoides abyssorum	urn:lsid:marinespecies.org:taxname:100920
Hormathia digitata	(O.F. M�ller, 1776)	Species	100951	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100951	Hormathia	100757	accepted	100951	Hormathia digitata	(O.F. M�ller, 1776)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Hormathiidae	Hormathia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Hormathiidae - [Genus] Hormathia - [Species] Hormathia digitata	urn:lsid:marinespecies.org:taxname:100951
Kadosactis abyssicola	(Koren & Danielssen, 1877)	Species	100975	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100975	Kadosactis	100767	accepted	100975	Kadosactis abyssicola	(Koren & Danielssen, 1877)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Kadosactinidae	Kadosactis	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Kadosactinidae - [Genus] Kadosactis - [Species] Kadosactis abyssicola	urn:lsid:marinespecies.org:taxname:100975
Limnactinia laevis	Carlgren, 1921	Species	100980	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100980	Limnactinia	100768	accepted	100980	Limnactinia laevis	Carlgren, 1921	Animalia	Cnidaria	Hexacorallia	Actiniaria	Limnactiniidae	Limnactinia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Actinioidea - [Family] Limnactiniidae - [Genus] Limnactinia - [Species] Limnactinia laevis	urn:lsid:marinespecies.org:taxname:100980
Metridium senile	(Linnaeus, 1761)	Species	100982	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100982	Metridium	100770	accepted	100982	Metridium senile	(Linnaeus, 1761)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Metridiidae	Metridium	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Metridiidae - [Genus] Metridium - [Species] Metridium senile	urn:lsid:marinespecies.org:taxname:100982
Sagartia troglodytes	(Price in Johnston, 1847)	Species	100994	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100994	Sagartia	100776	unaccepted	855674	Cylista troglodytes	(Price in Johnston, 1847)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Sagartiidae	Sagartia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Sagartiidae - [Genus] Sagartia - [Species] Sagartia troglodytes	urn:lsid:marinespecies.org:taxname:100994
Sagartiogeton laceratus	(Dalyell, 1848)	Species	100999	https://www.marinespecies.org/aphia.php?p=taxdetails&id=100999	Sagartiogeton	100777	unaccepted	854806	Sagartia lacerata	(Dalyell, 1848)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Sagartiidae	Sagartiogeton	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Sagartiidae - [Genus] Sagartiogeton - [Species] Sagartiogeton laceratus	urn:lsid:marinespecies.org:taxname:100999
Gastropoda	Cuvier, 1795	Class	101	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101	Mollusca	51	accepted	101	Gastropoda	Cuvier, 1795	Animalia	Mollusca	Gastropoda				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda	urn:lsid:marinespecies.org:taxname:101
Sagartiogeton undatus	(M�ller, 1778)	Species	101002	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101002	Sagartiogeton	100777	unaccepted	854485	Sagartia undata	(M�ller, 1778)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Sagartiidae	Sagartiogeton	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Sagartiidae - [Genus] Sagartiogeton - [Species] Sagartiogeton undatus	urn:lsid:marinespecies.org:taxname:101002
Sagartiogeton viduatus	(M�ller, 1776)	Species	101004	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101004	Sagartiogeton	100777	unaccepted	855677	Sagartia (Cylista) viduata	(M�ller, 1776)	Animalia	Cnidaria	Hexacorallia	Actiniaria	Sagartiidae	Sagartiogeton	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Actiniaria - [Suborder] Enthemonae - [Superfamily] Metridioidea - [Family] Sagartiidae - [Genus] Sagartiogeton - [Species] Sagartiogeton viduatus	urn:lsid:marinespecies.org:taxname:101004
Pachycerianthus multiplicatus	Carlgren, 1912	Species	101013	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101013	Pachycerianthus	100783	accepted	101013	Pachycerianthus multiplicatus	Carlgren, 1912	Animalia	Cnidaria	Hexacorallia	Ceriantharia	Cerianthidae	Pachycerianthus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Ceriantharia - [Suborder] Spirularia - [Family] Cerianthidae - [Genus] Pachycerianthus - [Species] Pachycerianthus multiplicatus	urn:lsid:marinespecies.org:taxname:101013
Sideractis glacialis	Danielssen, 1890	Species	101019	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101019	Sideractis	100788	accepted	101019	Sideractis glacialis	Danielssen, 1890	Animalia	Cnidaria	Hexacorallia	Corallimorpharia	Sideractinidae	Sideractis	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Cnidaria - [Subphylum] Anthozoa - [Class] Hexacorallia - [Order] Corallimorpharia - [Family] Sideractinidae - [Genus] Sideractis - [Species] Sideractis glacialis	urn:lsid:marinespecies.org:taxname:101019
Priapulida	Th�el, 1906	Phylum	101063	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101063	Animalia	2	accepted	101063	Priapulida	Th�el, 1906	Animalia	Priapulida					[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Priapulida	urn:lsid:marinespecies.org:taxname:101063
Priapulidae	Gosse, 1855	Family	101078	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101078	Priapulomorpha	1263790	accepted	101078	Priapulidae	Gosse, 1855	Animalia	Priapulida		Priapulomorpha	Priapulidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Priapulida - [Order] Priapulomorpha - [Family] Priapulidae	urn:lsid:marinespecies.org:taxname:101078
Halicryptus	von Siebold, 1849	Genus	101093	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101093	Halicryptidae	1263710	accepted	101093	Halicryptus	von Siebold, 1849	Animalia	Priapulida		Halicryptomorpha	Halicryptidae	Halicryptus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Priapulida - [Order] Halicryptomorpha - [Family] Halicryptidae - [Genus] Halicryptus	urn:lsid:marinespecies.org:taxname:101093
Halicryptus spinulosus	von Siebold, 1849	Species	101156	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101156	Halicryptus	101093	accepted	101156	Halicryptus spinulosus	von Siebold, 1849	Animalia	Priapulida		Halicryptomorpha	Halicryptidae	Halicryptus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Priapulida - [Order] Halicryptomorpha - [Family] Halicryptidae - [Genus] Halicryptus - [Species] Halicryptus spinulosus	urn:lsid:marinespecies.org:taxname:101156
Priapulus caudatus	Lamarck, 1816	Species	101160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101160	Priapulus	101095	accepted	101160	Priapulus caudatus	Lamarck, 1816	Animalia	Priapulida		Priapulomorpha	Priapulidae	Priapulus	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Priapulida - [Order] Priapulomorpha - [Family] Priapulidae - [Genus] Priapulus - [Species] Priapulus caudatus	urn:lsid:marinespecies.org:taxname:101160
Lampetra	Bonnaterre, 1788	Genus	101167	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101167	Petromyzontidae	101163	accepted	101167	Lampetra	Bonnaterre, 1788	Animalia	Chordata	Petromyzonti	Petromyzontiformes	Petromyzontidae	Lampetra	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Vertebrata - [Infraphylum] Agnatha - [Superclass] Cyclostomi - [Class] Petromyzonti - [Order] Petromyzontiformes - [Family] Petromyzontidae - [Genus] Lampetra	urn:lsid:marinespecies.org:taxname:101167
Myxine glutinosa	Linnaeus, 1758	Species	101170	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101170	Myxine	101166	accepted	101170	Myxine glutinosa	Linnaeus, 1758	Animalia	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Chordata - [Subphylum] Vertebrata - [Infraphylum] Agnatha - [Superclass] Cyclostomi - [Class] Myxini - [Order] Myxiniformes - [Family] Myxinidae - [Subfamily] Myxininae - [Genus] Myxine - [Species] Myxine glutinosa	urn:lsid:marinespecies.org:taxname:101170
Leegaardiella	Lynn & Montagnes, 1988	Genus	101179	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101179	Leegaardiellidae	425493	accepted	101179	Leegaardiella	Lynn & Montagnes, 1988	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Leegaardiellidae	Leegaardiella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Leegaardiellina - [Family] Leegaardiellidae - [Genus] Leegaardiella	urn:lsid:marinespecies.org:taxname:101179
Lohmanniella	Leegaard, 1915	Genus	101180	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101180	Lohmanniellidae	414837	accepted	101180	Lohmanniella	Leegaard, 1915	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Lohmanniellidae	Lohmanniella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Lohmanniellina - [Family] Lohmanniellidae - [Genus] Lohmanniella	urn:lsid:marinespecies.org:taxname:101180
Strobilidium	Schewiakoff, 1892	Genus	101185	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101185	Strobilidiidae	22563	accepted	101185	Strobilidium	Schewiakoff, 1892	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Strobilidiidae	Strobilidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Strobilidiina - [Family] Strobilidiidae - [Genus] Strobilidium	urn:lsid:marinespecies.org:taxname:101185
Strombidium	Clapar�de & Lachmann, 1859	Genus	101195	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101195	Strombidiidae	1703	accepted	101195	Strombidium	Clapar�de & Lachmann, 1859	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium	urn:lsid:marinespecies.org:taxname:101195
Tontonia	Faur�-Fremiet, 1914	Genus	101196	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101196	Tontoniidae	425511	accepted	101196	Tontonia	Faur�-Fremiet, 1914	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Tontoniidae	Tontonia	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Tontoniidae - [Genus] Tontonia	urn:lsid:marinespecies.org:taxname:101196
Strombidinopsis	Kent, 1881	Genus	101198	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101198	Strombidinopsidae	22564	accepted	101198	Strombidinopsis	Kent, 1881	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Strombidinopsina - [Family] Strombidinopsidae - [Genus] Strombidinopsis	urn:lsid:marinespecies.org:taxname:101198
Leegaardiella ovalis	Lynn & Montagnes, 1988	Species	101206	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101206	Leegaardiella	101179	accepted	101206	Leegaardiella ovalis	Lynn & Montagnes, 1988	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Leegaardiellidae	Leegaardiella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Leegaardiellina - [Family] Leegaardiellidae - [Genus] Leegaardiella - [Species] Leegaardiella ovalis	urn:lsid:marinespecies.org:taxname:101206
Leegaardiella sol	Lynn & Montagnes, 1988	Species	101207	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101207	Leegaardiella	101179	accepted	101207	Leegaardiella sol	Lynn & Montagnes, 1988	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Leegaardiellidae	Leegaardiella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Leegaardiellina - [Family] Leegaardiellidae - [Genus] Leegaardiella - [Species] Leegaardiella sol	urn:lsid:marinespecies.org:taxname:101207
Lohmanniella oviformis	Leegaard, 1915	Species	101209	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101209	Lohmanniella	101180	accepted	101209	Lohmanniella oviformis	Leegaard, 1915	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Lohmanniellidae	Lohmanniella	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Choreotrichida - [Suborder] Lohmanniellina - [Family] Lohmanniellidae - [Genus] Lohmanniella - [Species] Lohmanniella oviformis	urn:lsid:marinespecies.org:taxname:101209
