scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification	lsid
Camptonectinae	Habe, 1977	Subfamily	391786	https://www.marinespecies.org/aphia.php?p=taxdetails&id=391786	Pectinidae	213	accepted	391786	Camptonectinae	Habe, 1977	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Pteriomorphia - [Order] Pectinida - [Superfamily] Pectinoidea - [Family] Pectinidae - [Subfamily] Camptonectinae	urn:lsid:marinespecies.org:taxname:391786
Delectopecten	R. B. Stewart, 1930	Genus	138318	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138318	Camptonectinae	391786	accepted	138318	Delectopecten	R. B. Stewart, 1930	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Delectopecten	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Pteriomorphia - [Order] Pectinida - [Superfamily] Pectinoidea - [Family] Pectinidae - [Subfamily] Camptonectinae - [Genus] Delectopecten	urn:lsid:marinespecies.org:taxname:138318
Pectinini	Rafinesque, 1815	Tribe	393858	https://www.marinespecies.org/aphia.php?p=taxdetails&id=393858	Pectininae	393857	accepted	393858	Pectinini	Rafinesque, 1815	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Pteriomorphia - [Order] Pectinida - [Superfamily] Pectinoidea - [Family] Pectinidae - [Subfamily] Pectininae - [Tribe] Pectinini	urn:lsid:marinespecies.org:taxname:393858
Pecten	O. F. M�ller, 1776	Genus	138323	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138323	Pectinini	393858	accepted	138323	Pecten	O. F. M�ller, 1776	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Pecten	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Pteriomorphia - [Order] Pectinida - [Superfamily] Pectinoidea - [Family] Pectinidae - [Subfamily] Pectininae - [Tribe] Pectinini - [Genus] Pecten	urn:lsid:marinespecies.org:taxname:138323
Pseudamussium	M�rch, 1853	Genus	138325	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138325	Palliolini	1150152	accepted	138325	Pseudamussium	M�rch, 1853	Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae	Pseudamussium	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Pteriomorphia - [Order] Pectinida - [Superfamily] Pectinoidea - [Family] Pectinidae - [Subfamily] Palliolinae - [Tribe] Palliolini - [Genus] Pseudamussium	urn:lsid:marinespecies.org:taxname:138325
Petricolinae	A. d'Orbigny, 1840	Subfamily	246	https://www.marinespecies.org/aphia.php?p=taxdetails&id=246	Veneridae	243	accepted	246	Petricolinae	A. d'Orbigny, 1840	Animalia	Mollusca	Bivalvia	Venerida	Veneridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Venerida - [Superfamily] Veneroidea - [Family] Veneridae - [Subfamily] Petricolinae	urn:lsid:marinespecies.org:taxname:246
Mysia	Lamarck, 1818	Genus	138331	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138331	Petricolinae	246	accepted	138331	Mysia	Lamarck, 1818	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Mysia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Venerida - [Superfamily] Veneroidea - [Family] Veneridae - [Subfamily] Petricolinae - [Genus] Mysia	urn:lsid:marinespecies.org:taxname:138331
Phaxas	Leach, 1852	Genus	138335	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138335	Cultellinae	510740	accepted	138335	Phaxas	Leach, 1852	Animalia	Mollusca	Bivalvia	Adapedonta	Pharidae	Phaxas	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Adapedonta - [Superfamily] Solenoidea - [Family] Pharidae - [Subfamily] Cultellinae - [Genus] Phaxas	urn:lsid:marinespecies.org:taxname:138335
Triophinae	Odhner, 1941	Subfamily	412577	https://www.marinespecies.org/aphia.php?p=taxdetails&id=412577	Polyceridae	177	accepted	412577	Triophinae	Odhner, 1941	Animalia	Mollusca	Gastropoda	Nudibranchia	Polyceridae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Ringipleura - [Superorder] Nudipleura - [Order] Nudibranchia - [Suborder] Doridina - [Infraorder] Doridoidei - [Superfamily] Polyceroidea - [Family] Polyceridae - [Subfamily] Triophinae	urn:lsid:marinespecies.org:taxname:412577
Limacia	O. F. M�ller, 1781	Genus	138368	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138368	Triophinae	412577	accepted	138368	Limacia	O. F. M�ller, 1781	Animalia	Mollusca	Gastropoda	Nudibranchia	Polyceridae	Limacia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Ringipleura - [Superorder] Nudipleura - [Order] Nudibranchia - [Suborder] Doridina - [Infraorder] Doridoidei - [Superfamily] Polyceroidea - [Family] Polyceridae - [Subfamily] Triophinae - [Genus] Limacia	urn:lsid:marinespecies.org:taxname:138368
Proneomeniidae	Mitchell, 1892	Family	23104	https://www.marinespecies.org/aphia.php?p=taxdetails&id=23104	Solenogastres	2094	accepted	23104	Proneomeniidae	Mitchell, 1892	Animalia	Mollusca	Solenogastres		Proneomeniidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Solenogastres - [Family] Proneomeniidae	urn:lsid:marinespecies.org:taxname:23104
Dorymenia	Heath, 1911	Genus	138381	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138381	Proneomeniidae	23104	accepted	138381	Dorymenia	Heath, 1911	Animalia	Mollusca	Solenogastres		Proneomeniidae	Dorymenia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Solenogastres - [Family] Proneomeniidae - [Genus] Dorymenia	urn:lsid:marinespecies.org:taxname:138381
Psammobiidae	J. Fleming, 1828	Family	237	https://www.marinespecies.org/aphia.php?p=taxdetails&id=237	Tellinoidea	14636	accepted	237	Psammobiidae	J. Fleming, 1828	Animalia	Mollusca	Bivalvia	Cardiida	Psammobiidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Cardiida - [Superfamily] Tellinoidea - [Family] Psammobiidae	urn:lsid:marinespecies.org:taxname:237
Gari	Schumacher, 1817	Genus	138388	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138388	Psammobiidae	237	accepted	138388	Gari	Schumacher, 1817	Animalia	Mollusca	Bivalvia	Cardiida	Psammobiidae	Gari	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Cardiida - [Superfamily] Tellinoidea - [Family] Psammobiidae - [Genus] Gari	urn:lsid:marinespecies.org:taxname:138388
Eulimella	Forbes & M'Andrew, 1846	Genus	138404	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138404	Turbonillinae	225671	accepted	138404	Eulimella	Forbes & M'Andrew, 1846	Animalia	Mollusca	Gastropoda		Pyramidellidae	Eulimella	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Pylopulmonata - [Superfamily] Pyramidelloidea - [Family] Pyramidellidae - [Subfamily] Turbonillinae - [Genus] Eulimella	urn:lsid:marinespecies.org:taxname:138404
Crisilla	Monterosato, 1917	Genus	138446	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138446	Rissoidae	123	accepted	138446	Crisilla	Monterosato, 1917	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Crisilla	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Littorinimorpha - [Superfamily] Rissooidea - [Family] Rissoidae - [Genus] Crisilla	urn:lsid:marinespecies.org:taxname:138446
Obtusella	Cossmann, 1921	Genus	138450	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138450	Rissoidae	123	accepted	138450	Obtusella	Cossmann, 1921	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Obtusella	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Littorinimorpha - [Superfamily] Rissooidea - [Family] Rissoidae - [Genus] Obtusella	urn:lsid:marinespecies.org:taxname:138450
Pusillina	Monterosato, 1884	Genus	138455	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138455	Rissoidae	123	accepted	138455	Pusillina	Monterosato, 1884	Animalia	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Pusillina	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Littorinimorpha - [Superfamily] Rissooidea - [Family] Rissoidae - [Genus] Pusillina	urn:lsid:marinespecies.org:taxname:138455
Acariformes		Superorder	760683	https://www.marinespecies.org/aphia.php?p=taxdetails&id=760683	Acari	292684	accepted	760683	Acariformes		Animalia	Arthropoda	Arachnida				[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Chelicerata - [Class] Arachnida - [Subclass] Acari - [Superorder] Acariformes	urn:lsid:marinespecies.org:taxname:760683
Trombidiformes		Order	182702	https://www.marinespecies.org/aphia.php?p=taxdetails&id=182702	Acariformes	760683	accepted	182702	Trombidiformes		Animalia	Arthropoda	Arachnida	Trombidiformes			[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Chelicerata - [Class] Arachnida - [Subclass] Acari - [Superorder] Acariformes - [Order] Trombidiformes	urn:lsid:marinespecies.org:taxname:182702
Scrobicularia	Schumacher, 1815	Genus	138467	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138467	Semelidae	1781	accepted	138467	Scrobicularia	Schumacher, 1815	Animalia	Mollusca	Bivalvia	Cardiida	Semelidae	Scrobicularia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Heteroconchia - [Subterclass] Euheterodonta - [Superorder] Imparidentia - [Order] Cardiida - [Superfamily] Tellinoidea - [Family] Semelidae - [Genus] Scrobicularia	urn:lsid:marinespecies.org:taxname:138467
Alderia	Allman, 1845	Genus	138521	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138521	Limapontiidae	23063	accepted	138521	Alderia	Allman, 1845	Animalia	Mollusca	Gastropoda		Limapontiidae	Alderia	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Sacoglossa - [Superfamily] Plakobranchoidea - [Family] Limapontiidae - [Genus] Alderia	urn:lsid:marinespecies.org:taxname:138521
Dicranidae		Subclass	886322	https://www.marinespecies.org/aphia.php?p=taxdetails&id=886322	Bryopsida	147481	accepted	886322	Dicranidae		Plantae	Bryophyta	Bryopsida				[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Bryophyta - [Class] Bryopsida - [Subclass] Dicranidae	urn:lsid:marinespecies.org:taxname:886322
Dicranales		Order	382468	https://www.marinespecies.org/aphia.php?p=taxdetails&id=382468	Dicranidae	886322	accepted	382468	Dicranales		Plantae	Bryophyta	Bryopsida	Dicranales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Bryophyta - [Class] Bryopsida - [Subclass] Dicranidae - [Order] Dicranales	urn:lsid:marinespecies.org:taxname:382468
Fissidentaceae	Schimper	Family	1415690	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415690	Dicranales	382468	accepted	1415690	Fissidentaceae	Schimper	Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Bryophyta - [Class] Bryopsida - [Subclass] Dicranidae - [Order] Dicranales - [Family] Fissidentaceae	urn:lsid:marinespecies.org:taxname:1415690
Fissidens	Hedwig, 1801	Genus	1415691	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415691	Fissidentaceae	1415690	accepted	1415691	Fissidens	Hedwig, 1801	Plantae	Bryophyta	Bryopsida	Dicranales	Fissidentaceae	Fissidens	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Bryophyta - [Class] Bryopsida - [Subclass] Dicranidae - [Order] Dicranales - [Family] Fissidentaceae - [Genus] Fissidens	urn:lsid:marinespecies.org:taxname:1415691
Isobryales		Order	292674	https://www.marinespecies.org/aphia.php?p=taxdetails&id=292674	Bryidae	147482	accepted	292674	Isobryales		Plantae	Bryophyta	Bryopsida	Isobryales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Bryophyta - [Class] Bryopsida - [Subclass] Bryidae - [Order] Isobryales	urn:lsid:marinespecies.org:taxname:292674
Fontinalaceae		Family	292675	https://www.marinespecies.org/aphia.php?p=taxdetails&id=292675	Isobryales	292674	accepted	292675	Fontinalaceae		Plantae	Bryophyta	Bryopsida	Isobryales	Fontinalaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Bryophyta - [Class] Bryopsida - [Subclass] Bryidae - [Order] Isobryales - [Family] Fontinalaceae	urn:lsid:marinespecies.org:taxname:292675
Lycopodiophytina		Subphylum (Subdivision)	886369	https://www.marinespecies.org/aphia.php?p=taxdetails&id=886369	Tracheophyta	596326	accepted	886369	Lycopodiophytina		Plantae	Tracheophyta					[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Lycopodiophytina	urn:lsid:marinespecies.org:taxname:886369
Lycopodiopsida		Class	886370	https://www.marinespecies.org/aphia.php?p=taxdetails&id=886370	Lycopodiophytina	886369	accepted	886370	Lycopodiopsida		Plantae	Tracheophyta	Lycopodiopsida				[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Lycopodiophytina - [Class] Lycopodiopsida	urn:lsid:marinespecies.org:taxname:886370
Isoetales		Order	886372	https://www.marinespecies.org/aphia.php?p=taxdetails&id=886372	Lycopodiopsida	886370	accepted	886372	Isoetales		Plantae	Tracheophyta	Lycopodiopsida	Isoetales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Lycopodiophytina - [Class] Lycopodiopsida - [Order] Isoetales	urn:lsid:marinespecies.org:taxname:886372
Isoetaceae		Family	1415708	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415708	Isoetales	886372	accepted	1415708	Isoetaceae		Plantae	Tracheophyta	Lycopodiopsida	Isoetales	Isoetaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Lycopodiophytina - [Class] Lycopodiopsida - [Order] Isoetales - [Family] Isoetaceae	urn:lsid:marinespecies.org:taxname:1415708
Iso�tes	Weig.	Genus	1415709	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415709	Isoetaceae	1415708	accepted	1415709	Iso�tes	Weig.	Plantae	Tracheophyta	Lycopodiopsida	Isoetales	Isoetaceae	Iso�tes	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Lycopodiophytina - [Class] Lycopodiopsida - [Order] Isoetales - [Family] Isoetaceae - [Genus] Iso�tes	urn:lsid:marinespecies.org:taxname:1415709
Limosella		Genus	1415717	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415717	Plantaginaceae	382434	accepted	1415717	Limosella		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Limosella	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Asteranae - [Order] Lamiales - [Family] Plantaginaceae - [Genus] Limosella	urn:lsid:marinespecies.org:taxname:1415717
Myrothamnanae		Superorder	886426	https://www.marinespecies.org/aphia.php?p=taxdetails&id=886426	Magnoliopsida	182757	accepted	886426	Myrothamnanae		Plantae	Tracheophyta	Magnoliopsida				[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Myrothamnanae	urn:lsid:marinespecies.org:taxname:886426
Nymphaeales		Order	594759	https://www.marinespecies.org/aphia.php?p=taxdetails&id=594759	Myrothamnanae	886426	accepted	594759	Nymphaeales		Plantae	Tracheophyta	Magnoliopsida	Nymphaeales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Myrothamnanae - [Order] Nymphaeales	urn:lsid:marinespecies.org:taxname:594759
Nuphar	Sibth. & Sm.	Genus	1415721	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415721	Nymphaeaceae	1415720	accepted	1415721	Nuphar	Sibth. & Sm.	Plantae	Tracheophyta	Magnoliopsida	Nymphaeales	Nymphaeaceae	Nuphar	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Myrothamnanae - [Order] Nymphaeales - [Family] Nymphaeaceae - [Genus] Nuphar	urn:lsid:marinespecies.org:taxname:1415721
Caryophyllanae	Takht., 1967	Superorder	449898	https://www.marinespecies.org/aphia.php?p=taxdetails&id=449898	Magnoliopsida	182757	accepted	449898	Caryophyllanae	Takht., 1967	Plantae	Tracheophyta	Magnoliopsida				[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Caryophyllanae	urn:lsid:marinespecies.org:taxname:449898
Caryophyllales	Takht., 1967	Order	196217	https://www.marinespecies.org/aphia.php?p=taxdetails&id=196217	Caryophyllanae	449898	accepted	196217	Caryophyllales	Takht., 1967	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Caryophyllanae - [Order] Caryophyllales	urn:lsid:marinespecies.org:taxname:196217
Polygonaceae		Family	382464	https://www.marinespecies.org/aphia.php?p=taxdetails&id=382464	Caryophyllales	196217	accepted	382464	Polygonaceae		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Caryophyllanae - [Order] Caryophyllales - [Family] Polygonaceae	urn:lsid:marinespecies.org:taxname:382464
Persicaria		Genus	1415725	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415725	Polygonaceae	382464	accepted	1415725	Persicaria		Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae	Persicaria	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Caryophyllanae - [Order] Caryophyllales - [Family] Polygonaceae - [Genus] Persicaria	urn:lsid:marinespecies.org:taxname:1415725
Poales	Small, 1903	Order	234035	https://www.marinespecies.org/aphia.php?p=taxdetails&id=234035	Lilianae	449895	accepted	234035	Poales	Small, 1903	Plantae	Tracheophyta	Magnoliopsida	Poales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Poales	urn:lsid:marinespecies.org:taxname:234035
Typhaceae		Family	1415741	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415741	Poales	234035	accepted	1415741	Typhaceae		Plantae	Tracheophyta	Magnoliopsida	Poales	Typhaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Poales - [Family] Typhaceae	urn:lsid:marinespecies.org:taxname:1415741
Rosanae	Takht., 1967	Superorder	449897	https://www.marinespecies.org/aphia.php?p=taxdetails&id=449897	Magnoliopsida	182757	accepted	449897	Rosanae	Takht., 1967	Plantae	Tracheophyta	Magnoliopsida				[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Rosanae	urn:lsid:marinespecies.org:taxname:449897
Brassicales	Bromhead, 1838	Order	382436	https://www.marinespecies.org/aphia.php?p=taxdetails&id=382436	Rosanae	449897	accepted	382436	Brassicales	Bromhead, 1838	Plantae	Tracheophyta	Magnoliopsida	Brassicales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Rosanae - [Order] Brassicales	urn:lsid:marinespecies.org:taxname:382436
Brassicaceae		Family	382437	https://www.marinespecies.org/aphia.php?p=taxdetails&id=382437	Brassicales	382436	accepted	382437	Brassicaceae		Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Rosanae - [Order] Brassicales - [Family] Brassicaceae	urn:lsid:marinespecies.org:taxname:382437
Lentibulariaceae		Family	1415755	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1415755	Lamiales	234498	accepted	1415755	Lentibulariaceae		Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lentibulariaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Asteranae - [Order] Lamiales - [Family] Lentibulariaceae	urn:lsid:marinespecies.org:taxname:1415755
Prasiolales	Schaffner, 1922	Order	820	https://www.marinespecies.org/aphia.php?p=taxdetails&id=820	Trebouxiophyceae	160573	accepted	820	Prasiolales	Schaffner, 1922	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales			[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Prasiolales	urn:lsid:marinespecies.org:taxname:820
Koliellaceae	Hind�k, 1996	Family	558970	https://www.marinespecies.org/aphia.php?p=taxdetails&id=558970	Prasiolales	820	accepted	558970	Koliellaceae	Hind�k, 1996	Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales	Koliellaceae		[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Prasiolales - [Family] Koliellaceae	urn:lsid:marinespecies.org:taxname:558970
Cuthonidae	Odhner, 1934	Family	151281	https://www.marinespecies.org/aphia.php?p=taxdetails&id=151281	Fionoidea	412646	accepted	151281	Cuthonidae	Odhner, 1934	Animalia	Mollusca	Gastropoda	Nudibranchia	Cuthonidae		[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Ringipleura - [Superorder] Nudipleura - [Order] Nudibranchia - [Suborder] Cladobranchia - [Superfamily] Fionoidea - [Family] Cuthonidae	urn:lsid:marinespecies.org:taxname:151281
Cuthona	Alder & Hancock, 1855	Genus	138543	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138543	Cuthonidae	151281	accepted	138543	Cuthona	Alder & Hancock, 1855	Animalia	Mollusca	Gastropoda	Nudibranchia	Cuthonidae	Cuthona	[Superdomain] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Ringipleura - [Superorder] Nudipleura - [Order] Nudibranchia - [Suborder] Cladobranchia - [Superfamily] Fionoidea - [Family] Cuthonidae - [Genus] Cuthona	urn:lsid:marinespecies.org:taxname:138543
